ID Cliente,Nombre del Cliente,ID Producto,Nombre del Producto,Cantidad,Valor,Costo,Fecha de Compra,Canal de Venta,Segmento de Mercado,Historial de Compras,Preferencias del Cliente
997,Lucía Sánchez,1008,Laptop,3,928.99,2151.79,2023-01-06 10:40:45.235764,Ventas Directas,Tercera Edad,47,Gastronomía
625,Fernando Flores,1026,Cámara,1,3366.02,2907.53,2024-09-29 10:40:45.235765,Ventas Directas,Hogares,14,Moda
699,Pedro Herrera,1012,Monitor,6,2548.87,81.63,2023-02-11 10:40:45.235767,Aplicación Móvil,Adultos,14,Viajes
781,Pedro García,1014,Ventilador,1,1010.62,1963.83,2024-02-01 10:40:45.235768,Ventas Directas,Hogares,33,Viajes
922,Sofía Martínez,1025,Memoria USB,4,1397.82,2610.55,2024-03-02 10:40:45.235770,En Línea,Estudiantes,9,Viajes
720,Isabella Morales,1022,Smartphone,9,4310.51,2882.09,2023-11-27 10:40:45.235771,Tienda Física,Estudiantes,10,Automotriz
736,Jorge Martínez,1010,Tostadora,1,2614.25,1316.74,2024-10-24 10:40:45.235773,Tienda Física,Tercera Edad,11,Tecnología
895,Pedro Romero,1015,Parlantes,2,1198.47,174.33,2024-01-21 10:40:45.235774,Catálogo,Hogares,21,Tecnología
711,Sofía Suárez,1025,Cafetera,9,4990.05,911.73,2023-03-21 10:40:45.235776,Ventas Directas,Empresas,49,Entretenimiento
606,Diego Vásquez,1028,Computadora,3,691.09,137.3,2024-04-19 10:40:45.235777,Ventas Directas,Adultos,28,Salud
796,Andrea Flores,1008,Licuadora,5,3309.67,2036.93,2024-11-27 10:40:45.235779,Catálogo,Jóvenes,10,Salud
934,Juan Sosa,1004,Microondas,3,2046.43,1579.79,2023-04-01 10:40:45.235780,Tienda Física,Adultos,30,Viajes
95,José Sosa,1017,Refrigerador,1,214.86,2370.63,2023-12-09 10:40:45.235782,Aplicación Móvil,Profesionales,8,Entretenimiento
905,Daniela Gómez,1025,Laptop,2,3959.82,2205.95,2024-03-11 10:40:45.235783,Catálogo,Tercera Edad,40,Belleza
697,Alejandra Morales,1022,Monitor,3,2175.97,727.93,2024-03-03 10:40:45.235785,Teléfono,Jóvenes,39,Automotriz
309,Sofía Pérez,1024,Refrigerador,8,3826.38,1941.94,2023-09-07 10:40:45.235786,Ventas Directas,Adultos,30,Moda
585,Sofía López,1024,Refrigerador,3,1943.73,2015.53,2023-06-13 10:40:45.235788,Aplicación Móvil,Hogares,35,Hogar
547,María Herrera,1028,Impresora,8,3959.92,2062.09,2024-02-22 10:40:45.235789,Teléfono,Tercera Edad,29,Entretenimiento
504,Sofía Romero,1003,Impresora,8,2730.2,2476.83,2024-11-21 10:40:45.235791,Aplicación Móvil,Jóvenes,3,Hogar
546,Carlos López,1016,Ventilador,5,4702.99,1154.33,2023-01-19 10:40:45.235794,Ventas Directas,Profesionales,15,Salud
582,Alejandra González,1009,Monitor,5,4584.91,2209.99,2024-09-30 10:40:45.235796,Aplicación Móvil,Estudiantes,42,Hogar
115,Miguel Herrera,1017,Parlantes,1,161.33,1600.27,2023-07-12 10:40:45.235797,En Línea,Jóvenes,26,Deportes
751,Lucía Vásquez,1030,Batidora,5,680.63,254.34,2024-09-13 10:40:45.235799,Ventas Directas,Adultos,3,Moda
121,Camila Flores,1012,Auriculares,7,1955.14,381.15,2023-12-24 10:40:45.235800,En Línea,Profesionales,46,Moda
586,Pedro Díaz,1012,Aire Acondicionado,5,3497.94,1057.3,2024-03-15 10:40:45.235801,Ventas Directas,Estudiantes,31,Automotriz
175,Valentina Morales,1005,Monitor,4,1105.12,1557.63,2022-12-05 10:40:45.235803,Aplicación Móvil,Tercera Edad,28,Deportes
848,Juan Torres,1001,Router,4,4406.07,147.01,2023-08-08 10:40:45.235805,Catálogo,Estudiantes,5,Salud
907,Juan González,1018,Memoria USB,3,1182.73,1482.15,2023-11-26 10:40:45.235806,Aplicación Móvil,Estudiantes,19,Hogar
874,Alejandra Pérez,1028,Consola de Videojuegos,5,2745.9,1761.6,2024-03-27 10:40:45.235807,Aplicación Móvil,Profesionales,43,Moda
533,Valentina Suárez,1021,Smartphone,9,278.79,820.01,2024-06-25 10:40:45.235809,Catálogo,Adultos,42,Tecnología
888,Ana López,1009,Cafetera,9,1465.86,2964.79,2023-11-22 10:40:45.235810,Catálogo,Hogares,47,Deportes
179,Isabella Gómez,1016,Parlantes,4,3761.05,2667.7,2024-07-26 10:40:45.235812,Teléfono,Hogares,10,Tecnología
296,Isabella Flores,1008,Computadora,1,1475.1,2027.23,2023-03-09 10:40:45.235813,Catálogo,Empresas,44,Belleza
316,Juan Rodríguez,1003,Refrigerador,6,2284.61,1713.15,2023-01-21 10:40:45.235815,Catálogo,Tercera Edad,20,Hogar
382,Fernando Vásquez,1010,Cámara,5,3310.55,2561.1,2024-08-21 10:40:45.235816,Aplicación Móvil,Jóvenes,28,Belleza
275,María Díaz,1001,Impresora,7,1572.63,357.61,2023-06-17 10:40:45.235818,En Línea,Estudiantes,6,Tecnología
394,Juan Sánchez,1023,Parlantes,9,4418.57,2734.89,2023-02-16 10:40:45.235819,Teléfono,Profesionales,19,Hogar
456,Isabella Morales,1003,Televisor,5,4706.03,2988.51,2024-05-28 10:40:45.235821,Ventas Directas,Adultos,29,Viajes
256,Juan Martínez,1021,Router,6,1808.02,714.54,2024-02-17 10:40:45.235822,Teléfono,Jóvenes,27,Automotriz
557,Manuel Morales,1012,Calentador,3,3764.98,245.91,2023-02-13 10:40:45.235823,Teléfono,Empresas,29,Viajes
901,Valentina Romero,1003,Smartphone,8,2024.68,2303.56,2023-01-22 10:40:45.235825,Catálogo,Tercera Edad,43,Automotriz
456,Jorge García,1026,Impresora,9,4618.92,852.69,2023-05-28 10:40:45.235826,Aplicación Móvil,Estudiantes,24,Moda
487,Carlos Torres,1023,Tablet,8,1763.73,101.98,2023-02-19 10:40:45.235828,Tienda Física,Adultos,19,Viajes
460,Isabella Herrera,1008,Laptop,5,1147.1,759.79,2024-02-16 10:40:45.235829,Teléfono,Tercera Edad,14,Entretenimiento
630,María González,1009,Televisor,8,3386.38,1573.79,2023-03-30 10:40:45.235831,En Línea,Estudiantes,39,Entretenimiento
876,Alejandra González,1008,Disco Duro,4,2378.59,1249.6,2023-05-15 10:40:45.235832,Ventas Directas,Jóvenes,42,Belleza
500,Camila Morales,1021,Router,9,2221.8,2619.01,2023-01-06 10:40:45.235834,Ventas Directas,Profesionales,46,Automotriz
633,Carlos Reyes,1006,Router,9,3571.89,2329.19,2023-06-06 10:40:45.235835,Ventas Directas,Jóvenes,3,Gastronomía
556,Daniela Rodríguez,1012,Lavadora,3,1337.88,2213.48,2023-11-30 10:40:45.235837,Ventas Directas,Profesionales,30,Entretenimiento
808,Diego Rodríguez,1002,Tostadora,5,2177.06,1841.76,2023-10-19 10:40:45.235838,Tienda Física,Tercera Edad,45,Salud
839,María Ramírez,1029,Monitor,8,2335.16,2410.67,2024-04-13 10:40:45.235840,Ventas Directas,Estudiantes,36,Viajes
880,Isabella Sosa,1005,Auriculares,2,369.89,139.9,2024-04-03 10:40:45.235841,Teléfono,Adultos,21,Entretenimiento
17,Camila Sánchez,1023,Cámara,9,1262.71,1265.51,2023-02-13 10:40:45.235843,Ventas Directas,Adultos,16,Entretenimiento
508,María González,1003,Tablet,4,1447.59,140.51,2023-10-13 10:40:45.235844,Catálogo,Adultos,34,Tecnología
822,Alejandra García,1029,Memoria USB,2,3058.91,2661.17,2023-09-13 10:40:45.235846,Teléfono,Tercera Edad,30,Moda
614,Isabella Gómez,1026,Disco Duro,3,1961.66,131.61,2024-06-14 10:40:45.235847,Catálogo,Estudiantes,14,Viajes
162,Camila Rivera,1005,Ratón,3,215.06,1156.9,2024-10-24 10:40:45.235849,Teléfono,Jóvenes,18,Belleza
517,Miguel Reyes,1005,Impresora,9,3542.92,1985.3,2023-02-16 10:40:45.235850,Ventas Directas,Hogares,18,Tecnología
714,Diego Sánchez,1024,Cámara,7,2320.94,441.7,2024-06-12 10:40:45.235852,Aplicación Móvil,Tercera Edad,45,Tecnología
369,Camila Suárez,1009,Tostadora,8,538.33,138.41,2022-12-29 10:40:45.235853,Catálogo,Profesionales,2,Belleza
302,José Sánchez,1003,Horno,2,4494.94,1116.05,2023-06-23 10:40:45.235855,Aplicación Móvil,Adultos,39,Viajes
827,Alejandra Morales,1029,Cafetera,6,2794.36,1990.03,2023-06-02 10:40:45.235856,Teléfono,Profesionales,48,Salud
252,Daniela Torres,1011,Licuadora,9,459.31,1530.37,2023-05-23 10:40:45.235858,Teléfono,Hogares,1,Belleza
888,Valentina Díaz,1004,Consola de Videojuegos,9,1898.58,81.04,2024-03-13 10:40:45.235860,Aplicación Móvil,Empresas,13,Hogar
166,Miguel Morales,1015,Impresora,1,535.05,712.72,2023-02-18 10:40:45.235861,Teléfono,Adultos,40,Deportes
319,Daniela Díaz,1028,Computadora,1,3859.4,2441.24,2023-12-22 10:40:45.235863,Teléfono,Adultos,41,Entretenimiento
621,Pedro Herrera,1019,Laptop,5,2037.13,1302.35,2024-05-31 10:40:45.235864,Aplicación Móvil,Empresas,1,Deportes
735,Alejandra Morales,1004,Horno,1,2603.75,2299.06,2024-07-25 10:40:45.235866,En Línea,Profesionales,7,Salud
953,Luis Flores,1024,Cafetera,1,454.09,1644.27,2023-10-07 10:40:45.235867,Aplicación Móvil,Hogares,31,Gastronomía
549,Jorge Rivera,1003,Router,6,3517.92,2489.77,2024-09-13 10:40:45.235868,Teléfono,Jóvenes,47,Entretenimiento
814,Fernando Reyes,1014,Reloj Inteligente,6,930.55,793.33,2023-10-17 10:40:45.235870,Aplicación Móvil,Jóvenes,18,Entretenimiento
104,Pedro Gómez,1022,Batidora,7,2652.77,1113.31,2023-11-04 10:40:45.235871,Tienda Física,Profesionales,1,Hogar
158,Ana Martínez,1018,Calentador,3,2485.32,1789.58,2023-10-28 10:40:45.235873,Catálogo,Jóvenes,38,Tecnología
343,Pedro Sánchez,1026,Lavadora,9,4227.86,956.2,2023-12-15 10:40:45.235874,Catálogo,Hogares,43,Gastronomía
253,Ana Rodríguez,1003,Licuadora,2,1713.46,2870.16,2023-10-06 10:40:45.235876,Aplicación Móvil,Hogares,28,Entretenimiento
337,Ana García,1015,Memoria USB,6,1889.61,641.1,2024-07-03 10:40:45.235877,Tienda Física,Empresas,28,Moda
802,Pedro Suárez,1022,Memoria USB,8,1824.03,988.45,2023-09-23 10:40:45.235879,En Línea,Hogares,42,Viajes
659,Camila Sánchez,1026,Computadora,9,2592.45,2110.7,2023-06-22 10:40:45.235880,Catálogo,Adultos,48,Salud
826,Carlos Reyes,1009,Laptop,8,1803.23,849.46,2023-09-07 10:40:45.235882,Tienda Física,Tercera Edad,38,Salud
389,Daniela Flores,1020,Lavadora,4,4930.92,1964.26,2023-06-28 10:40:45.235883,Teléfono,Profesionales,1,Automotriz
122,Juan Morales,1025,Tablet,8,4574.99,277.43,2024-09-25 10:40:45.235885,Catálogo,Tercera Edad,19,Moda
144,María González,1022,Monitor,8,2384.89,1357.01,2022-11-28 10:40:45.235886,Ventas Directas,Empresas,30,Deportes
701,José Sosa,1027,Refrigerador,9,2449.29,1536.87,2023-11-06 10:40:45.235888,Catálogo,Profesionales,18,Moda
996,Lucía Reyes,1030,Teclado,4,4405.67,2828.77,2023-07-31 10:40:45.235889,Catálogo,Estudiantes,9,Gastronomía
178,Fernando López,1006,Horno,5,3356.3,2676.88,2024-09-10 10:40:45.235891,Tienda Física,Jóvenes,22,Moda
113,Luis Reyes,1016,Tablet,4,1577.91,925.5,2023-11-28 10:40:45.235892,Ventas Directas,Profesionales,17,Deportes
44,Miguel López,1023,Reloj Inteligente,8,2687.95,350.61,2023-10-01 10:40:45.235894,Teléfono,Hogares,18,Salud
771,Juan Díaz,1004,Refrigerador,9,2338.89,2994.3,2023-06-24 10:40:45.235895,Aplicación Móvil,Hogares,41,Salud
78,Daniela Sánchez,1019,Auriculares,7,4092.32,509.35,2024-05-01 10:40:45.235897,Teléfono,Estudiantes,27,Moda
188,Juan Martínez,1016,Plancha,9,65.54,1280.01,2023-02-08 10:40:45.235898,Ventas Directas,Profesionales,35,Viajes
377,Jorge Herrera,1026,Consola de Videojuegos,1,1609.38,1847.71,2023-06-27 10:40:45.235900,Tienda Física,Profesionales,43,Hogar
870,Jorge Flores,1012,Ratón,9,4011.21,1978.17,2023-01-10 10:40:45.235901,Aplicación Móvil,Hogares,26,Tecnología
414,Manuel Martínez,1023,Parlantes,2,120.69,2312.55,2024-09-29 10:40:45.235903,En Línea,Empresas,7,Tecnología
50,Carlos García,1006,Tablet,1,3394.7,906.17,2023-10-31 10:40:45.235904,Aplicación Móvil,Tercera Edad,1,Automotriz
210,Lucía Flores,1028,Cámara,6,475.33,679.66,2024-11-03 10:40:45.235906,Teléfono,Hogares,21,Moda
465,María López,1014,Memoria USB,2,355.44,624.32,2023-01-30 10:40:45.235907,En Línea,Profesionales,30,Automotriz
305,Sofía Gómez,1003,Refrigerador,1,1651.49,2337.92,2024-11-01 10:40:45.235909,Catálogo,Tercera Edad,29,Moda
21,Carlos Rodríguez,1027,Microondas,7,2031.25,2999.09,2024-03-27 10:40:45.235910,En Línea,Estudiantes,47,Automotriz
492,Juan Suárez,1020,Smartphone,4,4243.62,2179.8,2024-11-15 10:40:45.235911,Catálogo,Tercera Edad,12,Salud
271,Fernando Morales,1027,Reloj Inteligente,6,3385.47,1750.23,2022-12-01 10:40:45.235913,Aplicación Móvil,Adultos,49,Deportes
200,Alejandra Vásquez,1018,Ratón,5,925.98,2255.98,2023-10-01 10:40:45.235914,Ventas Directas,Hogares,44,Belleza
576,Isabella Rodríguez,1021,Auriculares,7,1060.35,356.53,2024-08-05 10:40:45.235916,En Línea,Hogares,31,Tecnología
311,Fernando Romero,1029,Ventilador,7,2808.13,13.95,2023-12-14 10:40:45.235917,Ventas Directas,Tercera Edad,2,Hogar
24,Lucía López,1029,Refrigerador,1,4944.58,1684.55,2023-06-07 10:40:45.235919,Aplicación Móvil,Estudiantes,20,Belleza
201,Fernando Sosa,1016,Ventilador,9,4823.27,274.83,2023-03-13 10:40:45.235923,Tienda Física,Empresas,37,Belleza
928,Daniela Reyes,1001,Batidora,2,4955.1,2517.59,2024-05-18 10:40:45.235924,En Línea,Hogares,43,Entretenimiento
707,José Martínez,1011,Disco Duro,3,2462.52,2547.99,2024-10-10 10:40:45.235926,Tienda Física,Estudiantes,23,Deportes
265,Ana Flores,1030,Batidora,7,962.01,893.4,2022-12-23 10:40:45.235927,En Línea,Estudiantes,50,Entretenimiento
115,José Flores,1005,Consola de Videojuegos,6,3049.99,2780.06,2024-06-26 10:40:45.235929,Ventas Directas,Hogares,31,Deportes
700,Sofía Ramírez,1006,Secadora,6,4202.4,1478.5,2023-07-18 10:40:45.235930,Teléfono,Hogares,24,Entretenimiento
345,Pedro Gómez,1019,Ventilador,6,3489.42,1280.38,2023-01-19 10:40:45.235932,Ventas Directas,Estudiantes,50,Gastronomía
486,Manuel Pérez,1006,Batidora,2,622.36,1255.69,2024-09-10 10:40:45.235933,Tienda Física,Jóvenes,37,Tecnología
865,Miguel Rodríguez,1018,Microondas,1,34.98,1401.11,2024-08-21 10:40:45.235935,Catálogo,Profesionales,8,Deportes
8,Alejandra Torres,1009,Cafetera,8,2254.01,1891.16,2023-02-17 10:40:45.235936,En Línea,Empresas,40,Automotriz
273,Valentina Suárez,1011,Router,1,3842.5,1211.33,2024-11-21 10:40:45.235937,Tienda Física,Profesionales,28,Belleza
186,Juan Romero,1024,Tablet,4,512.89,1292.67,2024-11-16 10:40:45.235939,En Línea,Hogares,18,Automotriz
479,Sofía Flores,1014,Televisor,3,3982.17,2519.17,2024-08-19 10:40:45.235940,Tienda Física,Tercera Edad,20,Gastronomía
424,Luis González,1002,Plancha,1,2148.39,2538.43,2023-10-21 10:40:45.235942,Aplicación Móvil,Adultos,23,Hogar
111,Andrea Díaz,1015,Batidora,4,4193.47,2807.02,2023-08-26 10:40:45.235943,Catálogo,Hogares,24,Automotriz
283,Alejandra Vásquez,1012,Parlantes,4,2644.61,432.55,2023-04-07 10:40:45.235945,Aplicación Móvil,Profesionales,28,Moda
245,Carlos Sánchez,1021,Tostadora,5,3081.15,2075.33,2024-02-24 10:40:45.235946,En Línea,Empresas,45,Salud
932,Luis Díaz,1030,Cámara,7,2286.39,852.73,2023-04-20 10:40:45.235948,Aplicación Móvil,Adultos,13,Belleza
186,Lucía López,1005,Reloj Inteligente,1,4912.02,1667.25,2023-11-16 10:40:45.235950,Tienda Física,Hogares,25,Viajes
305,Luis Suárez,1015,Microondas,6,4497.03,2717.98,2023-07-29 10:40:45.235956,Ventas Directas,Empresas,30,Salud
680,Carlos Morales,1013,Cámara,3,843.74,2153.66,2024-10-01 10:40:45.235958,Ventas Directas,Profesionales,30,Moda
439,Carlos Reyes,1008,Cámara,3,4541.74,921.69,2023-01-19 10:40:45.235960,Ventas Directas,Jóvenes,40,Entretenimiento
468,José Ramírez,1029,Disco Duro,2,3855.52,2205.21,2024-02-11 10:40:45.235963,Aplicación Móvil,Hogares,7,Hogar
946,Miguel Pérez,1026,Ventilador,5,2242.54,16.16,2024-10-22 10:40:45.235965,Aplicación Móvil,Tercera Edad,38,Belleza
153,María Herrera,1003,Horno,3,1438.55,861.01,2023-09-07 10:40:45.235967,Teléfono,Hogares,46,Tecnología
100,Daniela Rodríguez,1018,Refrigerador,5,110.0,1366.5,2022-12-07 10:40:45.235970,En Línea,Tercera Edad,40,Deportes
763,Pedro Romero,1013,Aire Acondicionado,6,2475.6,479.59,2022-12-02 10:40:45.235972,Ventas Directas,Adultos,43,Entretenimiento
723,Manuel Flores,1013,Refrigerador,2,1536.19,165.36,2024-09-20 10:40:45.235974,Tienda Física,Estudiantes,17,Viajes
778,Juan Herrera,1020,Monitor,8,2572.72,339.94,2023-08-28 10:40:45.235976,Catálogo,Hogares,33,Automotriz
852,Fernando Sosa,1020,Plancha,8,258.63,288.69,2024-02-12 10:40:45.235979,Catálogo,Tercera Edad,32,Automotriz
245,Alejandra Herrera,1008,Router,6,2566.1,2216.2,2023-12-01 10:40:45.235981,Catálogo,Tercera Edad,18,Tecnología
202,Manuel Torres,1001,Router,7,4887.26,533.53,2024-03-28 10:40:45.235983,Tienda Física,Profesionales,12,Deportes
121,Camila González,1025,Secadora,4,1972.13,1634.25,2024-04-05 10:40:45.235985,Tienda Física,Adultos,7,Hogar
635,Jorge Romero,1001,Plancha,4,2054.75,411.42,2023-03-06 10:40:45.235987,Teléfono,Profesionales,20,Automotriz
526,Jorge Rodríguez,1027,Impresora,3,4203.96,2970.81,2024-08-08 10:40:45.235989,Tienda Física,Tercera Edad,5,Moda
747,Daniela Gómez,1010,Televisor,4,2258.71,763.71,2024-04-03 10:40:45.235992,En Línea,Empresas,29,Salud
646,Sofía Torres,1024,Cafetera,1,3250.21,1683.15,2023-09-27 10:40:45.235994,En Línea,Estudiantes,22,Tecnología
440,Sofía Torres,1015,Auriculares,9,1204.3,2987.59,2023-09-08 10:40:45.235996,Teléfono,Estudiantes,27,Automotriz
197,Isabella Díaz,1029,Disco Duro,8,3344.56,371.27,2023-03-30 10:40:45.235999,Ventas Directas,Adultos,5,Viajes
405,Fernando López,1016,Memoria USB,7,4901.93,510.94,2024-11-12 10:40:45.236001,Aplicación Móvil,Jóvenes,26,Deportes
365,Diego Sosa,1022,Ratón,3,2669.58,2137.39,2024-06-20 10:40:45.236003,Tienda Física,Jóvenes,18,Belleza
972,Carlos Gómez,1019,Laptop,3,57.05,776.26,2023-08-16 10:40:45.236005,Aplicación Móvil,Adultos,38,Tecnología
260,Valentina López,1027,Aire Acondicionado,8,71.0,538.11,2024-09-04 10:40:45.236007,Teléfono,Jóvenes,31,Deportes
969,Andrea Pérez,1003,Tostadora,5,3019.7,2784.29,2024-08-03 10:40:45.236009,Teléfono,Estudiantes,45,Salud
273,José García,1017,Ratón,3,4140.53,1904.43,2023-08-01 10:40:45.236011,Ventas Directas,Estudiantes,40,Salud
720,María Reyes,1006,Consola de Videojuegos,4,1179.45,2889.86,2024-01-30 10:40:45.236014,Catálogo,Adultos,19,Belleza
819,Andrea Pérez,1013,Reloj Inteligente,1,1200.0,1885.5,2024-08-27 10:40:45.236016,Teléfono,Adultos,42,Automotriz
124,Fernando López,1023,Ventilador,7,3080.43,2170.45,2023-08-08 10:40:45.236019,Catálogo,Tercera Edad,39,Entretenimiento
745,Juan Sosa,1012,Horno,2,3178.65,2150.66,2024-08-29 10:40:45.236021,En Línea,Profesionales,34,Entretenimiento
285,Ana González,1024,Memoria USB,4,2825.4,1325.76,2024-04-11 10:40:45.236024,En Línea,Profesionales,43,Hogar
837,Daniela Flores,1001,Cafetera,5,1264.91,2210.67,2023-06-12 10:40:45.236026,Ventas Directas,Jóvenes,41,Hogar
779,Luis Flores,1030,Parlantes,4,874.13,435.98,2023-08-20 10:40:45.236029,Ventas Directas,Hogares,45,Entretenimiento
122,Jorge Suárez,1001,Calentador,6,3039.36,2035.27,2024-11-18 10:40:45.236030,Catálogo,Empresas,30,Salud
936,Manuel González,1019,Horno,2,1104.64,1299.92,2023-05-12 10:40:45.236032,Ventas Directas,Empresas,40,Hogar
676,Diego Sánchez,1024,Auriculares,7,4760.51,1297.37,2024-03-21 10:40:45.236033,Aplicación Móvil,Adultos,22,Viajes
115,María Gómez,1012,Ratón,8,507.62,1421.65,2024-10-04 10:40:45.236035,En Línea,Hogares,49,Hogar
8,Isabella Díaz,1010,Router,2,1265.76,41.62,2023-02-23 10:40:45.236036,Ventas Directas,Tercera Edad,44,Viajes
477,Carlos Sosa,1006,Smartphone,3,3004.05,1661.51,2024-08-28 10:40:45.236038,Ventas Directas,Hogares,2,Salud
510,Manuel Vásquez,1009,Memoria USB,3,3183.09,964.84,2023-08-21 10:40:45.236039,Ventas Directas,Empresas,7,Salud
303,Manuel Pérez,1030,Auriculares,1,1009.89,2344.8,2024-09-30 10:40:45.236041,Tienda Física,Estudiantes,17,Salud
901,Pedro Torres,1030,Memoria USB,2,793.98,1698.27,2023-09-18 10:40:45.236042,Aplicación Móvil,Estudiantes,21,Belleza
942,Pedro García,1008,Aire Acondicionado,5,2051.39,142.98,2024-07-21 10:40:45.236044,Aplicación Móvil,Tercera Edad,21,Hogar
289,Manuel Díaz,1010,Computadora,4,1980.24,898.14,2024-05-09 10:40:45.236045,Aplicación Móvil,Estudiantes,26,Tecnología
767,Manuel Sosa,1026,Aire Acondicionado,1,1891.96,74.93,2023-03-07 10:40:45.236046,Catálogo,Jóvenes,14,Entretenimiento
274,Valentina González,1004,Router,8,3927.74,1460.03,2024-06-30 10:40:45.236048,Aplicación Móvil,Empresas,49,Entretenimiento
589,Isabella García,1004,Impresora,8,1587.84,2176.72,2023-07-13 10:40:45.236049,Tienda Física,Hogares,31,Salud
86,Carlos Martínez,1019,Microondas,8,4350.25,2153.11,2024-02-20 10:40:45.236051,Tienda Física,Adultos,18,Moda
419,Sofía Flores,1012,Cámara,6,4209.0,943.15,2023-01-28 10:40:45.236052,Tienda Física,Jóvenes,3,Viajes
405,María Pérez,1021,Batidora,3,411.87,2970.06,2024-05-25 10:40:45.236054,Aplicación Móvil,Tercera Edad,21,Moda
319,Camila Reyes,1029,Auriculares,1,4924.91,708.51,2024-07-08 10:40:45.236055,Tienda Física,Empresas,25,Automotriz
965,Fernando Martínez,1015,Teclado,1,686.86,825.54,2023-06-16 10:40:45.236057,En Línea,Jóvenes,1,Entretenimiento
486,Juan García,1003,Refrigerador,8,60.59,1982.93,2023-02-20 10:40:45.236058,Catálogo,Adultos,19,Entretenimiento
361,Fernando Morales,1026,Calentador,6,858.96,1589.74,2024-02-12 10:40:45.236060,Aplicación Móvil,Hogares,22,Deportes
919,Jorge González,1012,Licuadora,5,1962.64,2493.15,2024-08-01 10:40:45.236061,Teléfono,Tercera Edad,31,Gastronomía
537,Lucía Herrera,1009,Ventilador,9,753.31,2064.56,2023-04-19 10:40:45.236063,Catálogo,Profesionales,26,Hogar
578,Jorge Sosa,1013,Tostadora,4,1644.52,669.13,2024-03-24 10:40:45.236064,Teléfono,Tercera Edad,30,Gastronomía
808,Luis Pérez,1028,Parlantes,2,101.23,2651.81,2024-01-29 10:40:45.236065,Catálogo,Hogares,47,Salud
305,Carlos López,1023,Secadora,3,3139.6,918.4,2024-05-02 10:40:45.236067,Aplicación Móvil,Adultos,29,Viajes
420,Miguel Flores,1014,Tostadora,8,2252.66,2258.47,2023-10-11 10:40:45.236068,En Línea,Empresas,7,Deportes
87,Manuel Martínez,1026,Licuadora,6,2235.47,1239.25,2024-02-21 10:40:45.236070,Tienda Física,Jóvenes,38,Viajes
311,Camila González,1021,Batidora,6,2233.05,1153.39,2023-03-19 10:40:45.236071,Aplicación Móvil,Tercera Edad,50,Gastronomía
531,Alejandra Vásquez,1006,Licuadora,2,1744.63,1623.8,2024-10-20 10:40:45.236073,Ventas Directas,Jóvenes,32,Viajes
881,Luis González,1016,Microondas,9,146.15,317.46,2024-10-31 10:40:45.236075,Aplicación Móvil,Estudiantes,38,Viajes
337,Juan Sosa,1002,Impresora,6,4759.19,360.93,2024-05-11 10:40:45.236077,Catálogo,Profesionales,20,Automotriz
568,Camila Rivera,1003,Horno,1,2772.79,1029.58,2024-06-06 10:40:45.236079,En Línea,Estudiantes,36,Salud
75,Manuel García,1001,Disco Duro,2,3091.02,2493.83,2022-12-30 10:40:45.236088,Teléfono,Estudiantes,20,Gastronomía
246,María Pérez,1002,Batidora,1,3041.77,32.92,2024-07-04 10:40:45.236090,En Línea,Hogares,40,Moda
283,Miguel Pérez,1013,Consola de Videojuegos,5,2655.51,2270.27,2023-09-07 10:40:45.236093,En Línea,Empresas,2,Salud
326,Carlos Sánchez,1026,Laptop,8,3096.88,682.6,2023-01-29 10:40:45.236096,Aplicación Móvil,Tercera Edad,10,Entretenimiento
268,Lucía Herrera,1030,Licuadora,4,3291.36,2517.17,2024-10-01 10:40:45.236098,Aplicación Móvil,Tercera Edad,43,Hogar
160,Diego García,1005,Lavadora,6,4282.21,2377.9,2024-07-16 10:40:45.236100,Teléfono,Tercera Edad,7,Automotriz
277,Alejandra Pérez,1002,Cámara,2,4826.1,2238.84,2023-11-03 10:40:45.236102,Teléfono,Profesionales,1,Belleza
209,Lucía Suárez,1002,Impresora,2,1652.11,378.22,2022-12-03 10:40:45.236104,Ventas Directas,Profesionales,28,Tecnología
652,Alejandra Sosa,1025,Cámara,5,1399.77,534.73,2023-01-27 10:40:45.236106,Aplicación Móvil,Empresas,49,Automotriz
95,Fernando López,1005,Auriculares,5,1695.52,588.74,2023-07-19 10:40:45.236107,En Línea,Jóvenes,49,Deportes
58,Jorge Suárez,1002,Tablet,7,2708.74,1808.04,2024-08-11 10:40:45.236109,Aplicación Móvil,Jóvenes,35,Moda
639,Isabella Sosa,1025,Laptop,3,3158.01,2393.28,2024-08-18 10:40:45.236110,Teléfono,Hogares,45,Hogar
569,José Sánchez,1007,Disco Duro,4,2935.16,291.14,2023-03-03 10:40:45.236111,Aplicación Móvil,Empresas,24,Moda
415,Pedro Gómez,1007,Computadora,7,2926.5,2728.57,2024-07-06 10:40:45.236113,Ventas Directas,Hogares,41,Belleza
415,Daniela Romero,1014,Cafetera,7,4916.34,1063.58,2024-01-25 10:40:45.236114,Aplicación Móvil,Tercera Edad,20,Automotriz
544,Luis Sosa,1013,Calentador,3,1793.09,2933.11,2023-09-05 10:40:45.236116,Tienda Física,Profesionales,1,Hogar
35,Valentina Flores,1006,Cafetera,4,4728.36,844.69,2023-12-28 10:40:45.236117,Teléfono,Profesionales,7,Belleza
443,Diego Díaz,1025,Refrigerador,2,4140.05,1504.71,2022-12-15 10:40:45.236119,En Línea,Adultos,39,Hogar
